"INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","UOR_DESC","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","CITY","ZIP_CODE","ID"
"80-17-010854","2017-02-06 23:28:00","2017-02-06 23:28:00","POSS CONT SUB-3RD DEGREE--DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","PRESTON HWY / SOUTH PARK RD                                 ","LOUISVILLE","40219","1194850"
"80-17-010854","2017-02-06 23:28:00","2017-02-06 23:28:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","PRESTON HWY / SOUTH PARK RD                                 ","LOUISVILLE","40219","1194851"
"80-17-011006","2017-02-07 13:53:00","2017-02-03 15:00:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","1ST DIVISION","123","RESTAURANT","200 BLOCK S 5TH ST                                          ","LOUISVILLE","40202","1194852"
"80-17-010906","2017-02-07 08:46:00","2017-02-07 08:40:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","2ND DIVISION","211","CONVENIENCE STORE","3800 BLOCK W MARKET ST                                      ","LOUISVILLE","40212","1194853"
"80-17-009710","2017-02-03 00:29:00","2017-02-03 00:29:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 18TH ST / W BROADWAY                                      ","LOUISVILLE","40203","1194854"
"80-17-011013","2017-02-07 14:37:00","2017-02-07 14:19:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","724","DEPARTMENT / DISCOUNT STORE","11900 BLOCK STANDIFORD PLAZA DR                             ","LOUISVILLE","40229","1194855"
"80-17-009718","2017-02-03 02:26:00","2017-02-03 02:26:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","112","RESTAURANT","2600 BLOCK W BROADWAY                                       ","LOUISVILLE","40211","1194856"
"80-17-010597","2017-02-06 01:57:00","2017-02-06 01:50:00","POSSESSION OF HANDGUN BY CONVICTED FELON","WEAPONS","520","PART II","COMPLETED","7TH DIVISION","735","BANK / SAVINGS & LOAN","4200 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1194857"
"03-17-000267","2017-01-27 13:41:00","2017-01-27 13:41:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","METRO LOUISVILLE","STMC","SPECIALTY STORE (TV, FUR, ETC)","900 BLOCK BRECKENRIDGE LN                                   ","ST_MATTHEWS","40207","1194858"
"80-17-011047","2017-02-07 14:25:00","2017-02-04 14:00:00","ROBBERY - 1ST DEGREE","ROBBERY","120","PART I","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","3000 BLOCK S 4TH ST                                         ","LOUISVILLE","40208","1194859"
"80-17-011052","2017-02-07 15:16:00","2016-10-23 15:16:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","FRAUD","270","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","6100 BLOCK TRENA TRL                                        ","LOUISVILLE","40258","1194860"
"80-17-011027","2017-02-07 13:39:00","2016-11-15 08:00:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","3RD DIVISION","323","RESIDENCE / HOME","1800 BLOCK IVY RIDGE LN                                     ","LOUISVILLE","40272","1194861"
"80-17-011068","2017-02-08 09:24:18","2017-02-05 12:00:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","600 BLOCK E KENTUCKY ST                                     ","LOUISVILLE","40203","1194863"
"80-17-011076","2017-02-08 09:44:55","2017-02-03 17:00:00","THEFT OF PROP LOST/MISLAID/DELIVERED BY MISTAKE $10000 OR >","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","DIXIE HWY / VALLEY STATION RD                               ","LOUISVILLE","40272","1194864"
"80-17-011082","2017-02-07 16:42:00","2017-02-06 13:30:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","5TH DIVISION","513","DRUG STORE/DR`S OFFICE/HOSPITAL","1700 BLOCK STEVENS AVE                                      ","LOUISVILLE","40205","1194865"
"80-17-011093","2017-02-07 17:22:00","2016-05-01 17:22:00","RAPE - 1ST DEGREE","SEX CRIMES","11A","PART I","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","3200 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1194866"
"80-17-011066","2017-02-07 14:55:00","2017-01-01 12:00:00","TBUT OR DISP CONTROLLED SUB < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","5900 BLOCK ALANADALE DR                                     ","LOUISVILLE","40272","1194867"
"80-17-011108","2017-02-07 17:25:00","2017-02-07 17:09:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","735","SPECIALTY STORE (TV, FUR, ETC)","4500 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1194868"
"80-17-009059","2017-01-31 18:14:00","2017-01-31 18:14:00","TRAF IN CONT SUBST 1ST DEG 2ND OR > OFFENSE  <= 2 GMS METH","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","1000 BLOCK KING ARTHUR LN                                   ","ST_MATTHEWS","40222","1194871"
"80-17-009059","2017-01-31 18:14:00","2017-01-31 18:14:00","TRAF CONT SUB-1ST DEG-1ST OFF-HEROIN (>= 2GMS BUT < 100G)","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","1000 BLOCK KING ARTHUR LN                                   ","ST_MATTHEWS","40222","1194872"
"80-17-009059","2017-01-31 18:14:00","2017-01-31 18:14:00","POSSESSION OF HANDGUN BY CONVICTED FELON","WEAPONS","520","PART II","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","1000 BLOCK KING ARTHUR LN                                   ","ST_MATTHEWS","40222","1194873"
"80-17-011120","2017-02-07 17:51:00","2017-02-03 10:00:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","6TH DIVISION","612","CONVENIENCE STORE","5400 BLOCK INDIAN OAKS CIR                                  ","LOUISVILLE","40213","1194874"
"80-17-009059","2017-01-31 18:14:00","2017-01-31 18:14:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","1000 BLOCK KING ARTHUR LN                                   ","ST_MATTHEWS","40222","1194875"
"80-17-009059","2017-01-31 18:14:00","2017-01-31 18:14:00","POSSESSION OF FIREARM BY CONVICTED FELON","WEAPONS","520","PART II","COMPLETED","METRO LOUISVILLE","STM","RESIDENCE / HOME","1000 BLOCK KING ARTHUR LN                                   ","ST_MATTHEWS","40222","1194876"
"80-17-011083","2017-02-07 16:34:00","2017-02-07 15:00:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","5TH DIVISION","513","PARK / PLAYGROUND","@CHEROKEE PARK                                              ","LOUISVILLE","40205","1194877"
"80-17-011122","2017-02-08 12:30:48","2017-02-08 02:55:48","THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD","THEFT/LARCENY","23H","PART I","COMPLETED","2ND DIVISION","212","DEPARTMENT / DISCOUNT STORE","3400 BLOCK W BROADWAY                                       ","LOUISVILLE","40211","1194878"
"80-17-011151","2017-02-08 17:20:31","2017-02-08 15:20:31","TBUT OR DISP AUTO > $10,000 BUT < $1,000,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","5TH DIVISION","512","HIGHWAY / ROAD / ALLEY","2100 BLOCK BARINGER AVE                                     ","LOUISVILLE","40204","1194879"
"80-17-011163","2017-02-07 20:27:00","2017-02-07 20:15:00","ROBBERY - 1ST DEGREE","ROBBERY","120","PART I","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","4800 BLOCK SADDLEBROOK LN                                   ","LOUISVILLE","40216","1194880"
"80-17-011144","2017-02-07 19:10:00","2017-02-07 19:00:00","CRIMINAL TRESPASS-1ST DEGREE","DISTURBING THE PEACE","90J","PART II","COMPLETED","5TH DIVISION","514","DRUG STORE/DR`S OFFICE/HOSPITAL","3000 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40205","1194881"
"80-17-011144","2017-02-07 19:10:00","2017-02-07 19:00:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","5TH DIVISION","514","DRUG STORE/DR`S OFFICE/HOSPITAL","3000 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40205","1194882"
"80-17-011183","2017-02-08 20:42:23","2017-02-08 17:51:23","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","8TH DIVISION","824","PARKING LOT / GARAGE","12400 BLOCK SYCAMORE STATION PL                             ","LOUISVILLE","40299","1194883"
"80-17-011213","2017-02-08 03:09:00","2017-02-08 03:00:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","5TH DIVISION","512","CONVENIENCE STORE","1100 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40204","1194884"
"80-17-011154","2017-02-07 20:38:00","2017-02-07 20:30:00","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1100 BLOCK S 4TH ST                                         ","LOUISVILLE","40203","1194885"
"80-17-011218","2017-02-08 10:26:18","2017-02-07 23:20:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","6TH DIVISION","612","PARKING LOT / GARAGE","800 BLOCK GRADE LN                                          ","LOUISVILLE","40213","1194886"
"80-17-011228","2017-02-08 14:02:29","2017-02-08 13:01:29","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","7TH DIVISION","736","PARKING LOT / GARAGE","9500 BLOCK PRESTON HWY                                      ","LOUISVILLE","40229","1194887"
"80-17-010643","2017-02-01 09:31:00","2017-02-01 09:31:00","REPORT NUMBER NOT REQUIRED","OTHER","999","","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","9900 BLOCK MCCREA LN                                        ","LOUISVILLE","40229","1194888"
"80-17-011234","2017-02-08 15:14:45","2017-01-29 12:00:00","TBUT OR DISP AUTO > $10,000 BUT < $1,000,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","6TH DIVISION","624","RESIDENCE / HOME","6900 BLOCK MERGANSER DR                                     ","LOUISVILLE","40228","1194889"
"80-17-010494","2017-02-05 16:10:00","2017-02-05 14:33:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","6TH DIVISION","613","OTHER RESIDENCE (APARTMENT/CONDO)","5300 BLOCK RANGELAND RD                                     ","LOUISVILLE","40219","1194891"
"80-17-009889","2017-02-03 15:00:00","2017-02-02 19:00:00","WANTON ENDANGERMENT-1ST DEGREE","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","323","RESIDENCE / HOME","8000 BLOCK NATIONAL TPKE                                    ","LOUISVILLE","40214","1194892"
"80-17-011134","2017-02-07 17:45:00","2017-02-07 17:45:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","1000 BLOCK W MARKET ST                                      ","LOUISVILLE","40202","1194893"
"80-17-011211","2017-02-08 01:58:00","2017-02-08 01:58:00","POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE)","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","8TH DIVISION","824","HIGHWAY / ROAD / ALLEY","N HURSTBOURNE PKY / SHELBYVILLE RD                          ","LOUISVILLE","40222","1194894"
"80-17-010652","2017-02-06 08:58:00","2017-02-06 02:00:00","ASSAULT - 2ND DEGREE","ASSAULT","13A","PART I","COMPLETED","5TH DIVISION","521","RESIDENCE / HOME","200 BLOCK S BIRCHWOOD AVE                                   ","LOUISVILLE","40206","1194895"
"80-17-010766","2017-02-06 16:45:00","2017-02-06 16:40:00","CRIMINAL MISCHIEF - 1ST DEGREE","VANDALISM","290","PART II","COMPLETED","4TH DIVISION","412","RESIDENCE / HOME","2100 BLOCK BRADLEY AVE                                      ","LOUISVILLE","40217","1194896"
"80-17-010733","2017-02-06 15:08:00","2017-02-06 08:27:00","MISSING PERSONS","OTHER","90Z","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","700 BLOCK LAKE FOREST PKY                                   ","LOUISVILLE","40245","1194897"
"80-17-010758","2017-02-06 16:40:00","2017-02-06 11:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","4400 BLOCK CLARENE DR                                       ","LOUISVILLE","40216","1194898"
"80-17-010785","2017-02-06 18:07:00","2017-02-05 01:42:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","234","RESIDENCE / HOME","1800 BLOCK FUST AVE                                         ","LOUISVILLE","40216","1194899"
"80-17-010734","2017-02-06 15:06:00","2017-01-24 16:00:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","4TH DIVISION","423","NON-ATTACHED RESD GARAGE/SHED/BULD","700 BLOCK W WHITNEY AVE                                     ","LOUISVILLE","40215","1194900"
"80-17-010794","2017-02-06 19:04:00","2017-02-06 18:30:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","3RD DIVISION","315","DEPARTMENT / DISCOUNT STORE","9900 BLOCK DIXIE HWY                                        ","LOUISVILLE","40272","1194901"
"80-17-010824","2017-02-06 20:00:00","2017-02-06 18:11:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","3RD DIVISION","331","OTHER RESIDENCE (APARTMENT/CONDO)","2500 BLOCK PENNACOOK RD                                     ","LOUISVILLE","40214","1194902"
"80-17-010823","2017-02-06 15:51:00","2017-02-06 14:00:00","MENACING","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","323","COMMERCIAL / OFFICE BUILDING","7700 BLOCK NATIONAL TPKE                                    ","LOUISVILLE","40214","1194903"
"80-17-009363","2017-02-01 22:30:00","2017-01-31 20:00:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","4300 BLOCK LYNNVIEW DR                                      ","LOUISVILLE","40216","1194904"
"80-17-009694","2017-02-02 22:28:00","2017-02-02 19:30:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","1000 BLOCK E WASHINGTON ST                                  ","LOUISVILLE","40206","1194905"
"80-17-010837","2017-02-06 22:22:00","2017-02-06 22:22:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","3RD DIVISION","322","RESIDENCE / HOME","6600 BLOCK STRAWBERRY LN                                    ","LOUISVILLE","40214","1194906"
"80-17-010828","2017-02-06 21:28:00","2017-02-06 19:30:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","211","RESIDENCE / HOME","200 BLOCK S 42ND ST                                         ","LOUISVILLE","40212","1194907"
"80-17-010855","2017-02-07 02:42:00","2017-02-06 07:04:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","3500 BLOCK KAHLERT AVE                                      ","LOUISVILLE","40215","1194908"
"80-17-010826","2017-02-06 18:35:00","2017-01-28 10:30:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","2200 BLOCK W OAK ST                                         ","LOUISVILLE","40210","1194909"
"80-17-010874","2017-02-07 09:32:06","2017-02-07 05:03:06","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","7TH DIVISION","735","PARKING LOT / GARAGE","6800 BLOCK ORANGE BLOSSOM RD                                ","LOUISVILLE","40219","1194911"
"80-17-010873","2017-02-07 04:19:00","2017-02-06 07:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","100 BLOCK E KINGSTON AVE                                    ","LOUISVILLE","40214","1194912"
"80-17-006859","2017-01-23 19:39:00","2017-01-23 19:39:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","7TH DIVISION","736","RESTAURANT","8000 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1194913"
"80-17-010845","2017-02-06 22:30:00","2017-02-06 20:10:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","3300 BLOCK SUMNER RD                                        ","LOUISVILLE","40218","1194914"
"80-17-010716","2017-02-07 05:00:27","2017-02-01 00:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK WILBERFORCE CT                                    ","LOUISVILLE","40203","1194915"
"80-17-010157","2017-02-04 07:45:00","2017-02-04 07:29:00","TERRORISTIC THREATENING 3RD DEGREE","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1200 BLOCK HOMEVIEW DR                                      ","LOUISVILLE","40215","1194916"
"80-17-009067","2017-01-31 16:37:00","2017-01-28 12:00:00","TERRORISTIC THREATENING 2ND DEGREE","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","824","RESIDENCE / HOME","100 BLOCK LAURIE VALLEE                                     ","DOUGLASS_HILLS","40223","1194917"
"80-17-010797","2017-02-06 16:17:00","2017-02-06 16:17:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","8TH DIVISION","811","HIGHWAY / ROAD / ALLEY","11000 BLOCK INDIAN LEGENDS DR                               ","LOUISVILLE","40241","1194918"
"80-17-010900","2017-02-07 16:54:58","2017-02-06 17:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","322","PARKING LOT / GARAGE","5300 BLOCK NEW CUT RD                                       ","LOUISVILLE","40214","1194919"
"80-17-010903","2017-02-07 17:12:48","2017-02-06 19:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","8TH DIVISION","812","LIQUOR STORE","4300 BLOCK SUMMIT PLAZA DR                                  ","LOUISVILLE","40241","1194920"
"80-17-009142","2017-02-01 04:48:00","2017-02-01 04:48:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","435","RESIDENCE / HOME","1400 BLOCK GARVEY DR                                        ","LOUISVILLE","40216","1194921"
"80-17-010047","2017-02-03 19:00:00","2017-02-03 19:00:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","400 BLOCK S 6TH ST                                          ","LOUISVILLE","40202","1194922"
"80-17-001209","2017-01-04 16:26:00","2017-01-04 16:26:00","SEE ACCIDENT MODULE","OTHER","999","","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BRIARCLIFF RD / PINELAND DR                                 ","LOUISVILLE","40219","1194923"
"80-17-010539","2017-02-05 17:37:00","2017-02-05 17:37:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","DRUG STORE/DR`S OFFICE/HOSPITAL","1300 BLOCK ST ANTHONY PL                                    ","LOUISVILLE","40204","1194924"
"80-17-009643","2017-02-02 19:31:00","2017-02-02 19:31:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1500 BLOCK ARCADE AVE                                       ","LOUISVILLE","40215","1194925"
